Zcta5,City,Bedroom,MedianPrice,DrivingDistance,DrivingTime,TransitTime,EnglishScore,MathScore,ScienceScore
02333,"East Bridgewater, MA",2,236900,28.57,62,203,55,60,16
02333,"East Bridgewater, MA",3,308800,28.57,62,203,55,60,16
02333,"East Bridgewater, MA",4,374900,28.57,62,203,55,60,16
02333,"East Bridgewater, MA",5,,28.57,62,203,55,60,16
02338,"Halifax, MA",1,,38.5,65,78,,,
02338,"Halifax, MA",2,188500,38.5,65,78,,,
02338,"Halifax, MA",3,296100,38.5,65,78,,,
02338,"Halifax, MA",4,371900,38.5,65,78,,,
02338,"Halifax, MA",5,,38.5,65,78,,,
02339,"Hanover, MA",1,,26.11,44,68,49,53,34
02339,"Hanover, MA",2,344500,26.11,44,68,49,53,34
02339,"Hanover, MA",3,369100,26.11,44,68,49,53,34
02339,"Hanover, MA",4,525800,26.11,44,68,49,53,34
02339,"Hanover, MA",5,618300,26.11,44,68,49,53,34
02341," Hanson, MA",1,,30.64,56,74,39,55,36
02341," Hanson, MA",2,,30.64,56,74,39,55,36
02341," Hanson, MA",3,316600,30.64,56,74,39,55,36
02341," Hanson, MA",4,370200,30.64,56,74,39,55,36
02341," Hanson, MA",5,,30.64,56,74,39,55,36
02343,"Holbrook, MA",1,,18.3,42,77,20,35,16
02343,"Holbrook, MA",2,230100,18.3,42,77,20,35,16
02343,"Holbrook, MA",3,262500,18.3,42,77,20,35,16
02343,"Holbrook, MA",4,317900,18.3,42,77,20,35,16
02343,"Holbrook, MA",5,358900,18.3,42,77,20,35,16
02346,"Middleborough, MA",1,217100,43.03,60,119,40,44,26
02346,"Middleborough, MA",2,228900,43.03,60,119,40,44,26
02346,"Middleborough, MA",3,286200,43.03,60,119,40,44,26
02346,"Middleborough, MA",4,342300,43.03,60,119,40,44,26
02346,"Middleborough, MA",5,372300,43.03,60,119,40,44,26
02347,"Lakeville, MA",1,192800,43.48,60,97,45,55,32
02347,"Lakeville, MA",2,225400,43.48,60,97,45,55,32
02347,"Lakeville, MA",3,322300,43.48,60,97,45,55,32
02347,"Lakeville, MA",4,407700,43.48,60,97,45,55,32
02347,"Lakeville, MA",5,,43.48,60,97,45,55,32
02350,"Halifax, MA",1,,32.43,59,130,,,
02350,"Halifax, MA",2,,32.43,59,130,,,
02350,"Halifax, MA",3,,32.43,59,130,,,
02350,"Halifax, MA",4,,32.43,59,130,,,
02350,"Halifax, MA",5,,32.43,59,130,,,
02351,"Abington, MA",1,,21.89,49,221,40,53,34
02351,"Abington, MA",2,247200,21.89,49,221,40,53,34
02351,"Abington, MA",3,300300,21.89,49,221,40,53,34
02351,"Abington, MA",4,359600,21.89,49,221,40,53,34
02351,"Abington, MA",5,399300,21.89,49,221,40,53,34
02359,"Pembroke, MA",1,,32.22,53,86,42,56,35
02359,"Pembroke, MA",2,255600,32.22,53,86,42,56,35
02359,"Pembroke, MA",3,325300,32.22,53,86,42,56,35
02359,"Pembroke, MA",4,444600,32.22,53,86,42,56,35
02359,"Pembroke, MA",5,,32.22,53,86,42,56,35
02360," Plymouth, MA",1,205000,46.51,70,92,41,51,28
02360," Plymouth, MA",2,252500,46.51,70,92,41,51,28
02360," Plymouth, MA",3,306900,46.51,70,92,41,51,28
02360," Plymouth, MA",4,369300,46.51,70,92,41,51,28
02360," Plymouth, MA",5,456700,46.51,70,92,41,51,28
02364," Kingston, MA",1,,38.72,58,114,,,
02364," Kingston, MA",2,265500,38.72,58,114,,,
02364," Kingston, MA",3,325600,38.72,58,114,,,
02364," Kingston, MA",4,418700,38.72,58,114,,,
02364," Kingston, MA",5,479900,38.72,58,114,,,
02367,"Plympton, MA",1,,43.21,64,87,,,
02367,"Plympton, MA",2,298100,43.21,64,87,,,
02367,"Plympton, MA",3,340800,43.21,64,87,,,
02367,"Plympton, MA",4,398300,43.21,64,87,,,
02367,"Plympton, MA",5,,43.21,64,87,,,
02368,"Randolph, MA",1,142700,16.74,35,78,27,39,17
02368,"Randolph, MA",2,225500,16.74,35,78,27,39,17
02368,"Randolph, MA",3,261300,16.74,35,78,27,39,17
02368,"Randolph, MA",4,312400,16.74,35,78,27,39,17
02368,"Randolph, MA",5,328800,16.74,35,78,27,39,17
02370,"Rockland, MA",1,,22.94,42,221,29,44,14
02370,"Rockland, MA",2,236300,22.94,42,221,29,44,14
02370,"Rockland, MA",3,259400,22.94,42,221,29,44,14
02370,"Rockland, MA",4,350800,22.94,42,221,29,44,14
02370,"Rockland, MA",5,,22.94,42,221,29,44,14
02379,"West Bridgewater, MA",1,,29.68,45,125,56,55,37
02379,"West Bridgewater, MA",2,256600,29.68,45,125,56,55,37
02379,"West Bridgewater, MA",3,297900,29.68,45,125,56,55,37
02379,"West Bridgewater, MA",4,340500,29.68,45,125,56,55,37
02379,"West Bridgewater, MA",5,,29.68,45,125,56,55,37
02382,"Whitman, MA",1,,24.42,51,80,39,55,36
02382,"Whitman, MA",2,241100,24.42,51,80,39,55,36
02382,"Whitman, MA",3,277500,24.42,51,80,39,55,36
02382,"Whitman, MA",4,313900,24.42,51,80,39,55,36
02382,"Whitman, MA",5,,24.42,51,80,39,55,36
02420,"Lexington, MA",1,,18.5,27,90,80,90,68
02420,"Lexington, MA",2,515600,18.5,27,90,80,90,68
02420,"Lexington, MA",3,701800,18.5,27,90,80,90,68
02420,"Lexington, MA",4,973700,18.5,27,90,80,90,68
02420,"Lexington, MA",5,1398200,18.5,27,90,80,90,68
02421,"Lexington, MA",1,,14.63,33,91,80,90,68
02421,"Lexington, MA",2,609100,14.63,33,91,80,90,68
02421,"Lexington, MA",3,715800,14.63,33,91,80,90,68
02421,"Lexington, MA",4,950000,14.63,33,91,80,90,68
02421,"Lexington, MA",5,1321500,14.63,33,91,80,90,68
02445,"Brookline, MA",1,403900,6.41,30,49,66,78,54
02445,"Brookline, MA",2,571200,6.41,30,49,66,78,54
02445,"Brookline, MA",3,802000,6.41,30,49,66,78,54
02445,"Brookline, MA",4,1281800,6.41,30,49,66,78,54
02445,"Brookline, MA",5,1996200,6.41,30,49,66,78,54
02446,"Brookline, MA",1,431200,5.17,19,42,66,78,54
02446,"Brookline, MA",2,605500,5.17,19,42,66,78,54
02446,"Brookline, MA",3,876700,5.17,19,42,66,78,54
02446,"Brookline, MA",4,1184800,5.17,19,42,66,78,54
02446,"Brookline, MA",5,1684300,5.17,19,42,66,78,54
02451,"Waltham, MA",1,247200,16.22,32,74,44,53,32
02451,"Waltham, MA",2,376900,16.22,32,74,44,53,32
02451,"Waltham, MA",3,433300,16.22,32,74,44,53,32
02451,"Waltham, MA",4,521400,16.22,32,74,44,53,32
02451,"Waltham, MA",5,538400,16.22,32,74,44,53,32
02452,"Waltham, MA",1,221800,15.18,34,81,44,53,32
02452,"Waltham, MA",2,456600,15.18,34,81,44,53,32
02452,"Waltham, MA",3,491600,15.18,34,81,44,53,32
02452,"Waltham, MA",4,614100,15.18,34,81,44,53,32
02452,"Waltham, MA",5,,15.18,34,81,44,53,32
02453,"Waltham, MA",1,230400,12.77,30,43,44,53,32
02453,"Waltham, MA",2,401800,12.77,30,43,44,53,32
02453,"Waltham, MA",3,468400,12.77,30,43,44,53,32
02453,"Waltham, MA",4,506600,12.77,30,43,44,53,32
02453,"Waltham, MA",5,527200,12.77,30,43,44,53,32
02454,"Waltham, MA",1,,13.27,34,88,44,53,32
02454,"Waltham, MA",2,,13.27,34,88,44,53,32
02454,"Waltham, MA",3,,13.27,34,88,44,53,32
02454,"Waltham, MA",4,,13.27,34,88,44,53,32
02454,"Waltham, MA",5,,13.27,34,88,44,53,32
02458,"Newton, MA",1,,8.75,21,49,64,81,56
02458,"Newton, MA",2,483400,8.75,21,49,64,81,56
02458,"Newton, MA",3,722100,8.75,21,49,64,81,56
02458,"Newton, MA",4,981200,8.75,21,49,64,81,56
02458,"Newton, MA",5,1354000,8.75,21,49,64,81,56
02459,"Newton, MA",1,362000,11.6,32,74,64,81,56
02459,"Newton, MA",2,622000,11.6,32,74,64,81,56
02459,"Newton, MA",3,844800,11.6,32,74,64,81,56
02459,"Newton, MA",4,1039200,11.6,32,74,64,81,56
02459,"Newton, MA",5,1327100,11.6,32,74,64,81,56
02460,"Newton, MA",1,,9.59,24,52,64,81,56
02460,"Newton, MA",2,520700,9.59,24,52,64,81,56
02460,"Newton, MA",3,698900,9.59,24,52,64,81,56
02460,"Newton, MA",4,873700,9.59,24,52,64,81,56
02460,"Newton, MA",5,1100000,9.59,24,52,64,81,56
02461,"Newton, MA",1,,11.52,31,68,64,81,56
02461,"Newton, MA",2,605600,11.52,31,68,64,81,56
02461,"Newton, MA",3,742000,11.52,31,68,64,81,56
02461,"Newton, MA",4,917700,11.52,31,68,64,81,56
02461,"Newton, MA",5,1128500,11.52,31,68,64,81,56
02462,"Newton, MA",1,,14.2,27,73,64,81,56
02462,"Newton, MA",2,,14.2,27,73,64,81,56
02462,"Newton, MA",3,683200,14.2,27,73,64,81,56
02462,"Newton, MA",4,865500,14.2,27,73,64,81,56
02462,"Newton, MA",5,,14.2,27,73,64,81,56
02464,"Newton, MA",1,,16.64,31,72,64,81,56
02464,"Newton, MA",2,429100,16.64,31,72,64,81,56
02464,"Newton, MA",3,593800,16.64,31,72,64,81,56
02464,"Newton, MA",4,,16.64,31,72,64,81,56
02464,"Newton, MA",5,,16.64,31,72,64,81,56
02465,"Newton, MA",1,,11.15,23,61,64,81,56
02465,"Newton, MA",2,520000,11.15,23,61,64,81,56
02465,"Newton, MA",3,651500,11.15,23,61,64,81,56
02465,"Newton, MA",4,849600,11.15,23,61,64,81,56
02465,"Newton, MA",5,1858300,11.15,23,61,64,81,56
02466,"Newton, MA",1,,11.67,24,62,64,81,56
02466,"Newton, MA",2,545300,11.67,24,62,64,81,56
02466,"Newton, MA",3,699600,11.67,24,62,64,81,56
02466,"Newton, MA",4,853900,11.67,24,62,64,81,56
02466,"Newton, MA",5,1064700,11.67,24,62,64,81,56
02467,"Newton, MA",1,386200,8.289999999999999,34,65,64,81,56
02467,"Newton, MA",2,611500,8.289999999999999,34,65,64,81,56
02467,"Newton, MA",3,824700,8.289999999999999,34,65,64,81,56
02467,"Newton, MA",4,1206900,8.289999999999999,34,65,64,81,56
02467,"Newton, MA",5,2162800,8.289999999999999,34,65,64,81,56
02468,"Newton, MA",1,,13.08,30,66,64,81,56
02468,"Newton, MA",2,,13.08,30,66,64,81,56
02468,"Newton, MA",3,924200,13.08,30,66,64,81,56
02468,"Newton, MA",4,1187200,13.08,30,66,64,81,56
02468,"Newton, MA",5,1473300,13.08,30,66,64,81,56
02472,"Watertown, MA",1,299600,9.92,28,46,43,63,26
02472,"Watertown, MA",2,393800,9.92,28,46,43,63,26
02472,"Watertown, MA",3,514700,9.92,28,46,43,63,26
02472,"Watertown, MA",4,595100,9.92,28,46,43,63,26
02472,"Watertown, MA",5,716300,9.92,28,46,43,63,26
02474,"Arlington, MA",1,248400,8.18,22,64,72,78,48
02474,"Arlington, MA",2,463700,8.18,22,64,72,78,48
02474,"Arlington, MA",3,585200,8.18,22,64,72,78,48
02474,"Arlington, MA",4,677200,8.18,22,64,72,78,48
02474,"Arlington, MA",5,716900,8.18,22,64,72,78,48
02476,"Arlington, MA",1,245000,9.1,28,221,72,78,48
02476,"Arlington, MA",2,447800,9.1,28,221,72,78,48
02476,"Arlington, MA",3,613300,9.1,28,221,72,78,48
02476,"Arlington, MA",4,709600,9.1,28,221,72,78,48
02476,"Arlington, MA",5,843100,9.1,28,221,72,78,48
02478,"Belmont, MA",1,,10.1,30,63,73,80,64
02478,"Belmont, MA",2,498800,10.1,30,63,73,80,64
02478,"Belmont, MA",3,771100,10.1,30,63,73,80,64
02478,"Belmont, MA",4,910200,10.1,30,63,73,80,64
02478,"Belmont, MA",5,1186700,10.1,30,63,73,80,64
02481,"Wellesley, MA",1,,15.3,32,67,66,84,45
02481,"Wellesley, MA",2,683400,15.3,32,67,66,84,45
02481,"Wellesley, MA",3,824600,15.3,32,67,66,84,45
02481,"Wellesley, MA",4,1210000,15.3,32,67,66,84,45
02481,"Wellesley, MA",5,1839300,15.3,32,67,66,84,45
02482,"Wellesley, MA",1,,17.15,41,75,66,84,45
02482,"Wellesley, MA",2,648300,17.15,41,75,66,84,45
02482,"Wellesley, MA",3,789900,17.15,41,75,66,84,45
02482,"Wellesley, MA",4,1149700,17.15,41,75,66,84,45
02482,"Wellesley, MA",5,1528100,17.15,41,75,66,84,45
02492,"Needham, MA",1,,19.62,42,93,68,77,49
02492,"Needham, MA",2,570500,19.62,42,93,68,77,49
02492,"Needham, MA",3,672600,19.62,42,93,68,77,49
02492,"Needham, MA",4,839300,19.62,42,93,68,77,49
02492,"Needham, MA",5,1245600,19.62,42,93,68,77,49
02493,"Weston, MA",1,,15.26,31,48,64,74,35
02493,"Weston, MA",2,692400,15.26,31,48,64,74,35
02493,"Weston, MA",3,943100,15.26,31,48,64,74,35
02493,"Weston, MA",4,1380000,15.26,31,48,64,74,35
02493,"Weston, MA",5,2053500,15.26,31,48,64,74,35
02494,"Needham, MA",1,,17.64,32,75,68,77,49
02494,"Needham, MA",2,530200,17.64,32,75,68,77,49
02494,"Needham, MA",3,652500,17.64,32,75,68,77,49
02494,"Needham, MA",4,807500,17.64,32,75,68,77,49
02494,"Needham, MA",5,994800,17.64,32,75,68,77,49
02538,"White Island Shores, MA",1,,57.71,72,200,,,
02538,"White Island Shores, MA",2,194700,57.71,72,200,,,
02538,"White Island Shores, MA",3,233600,57.71,72,200,,,
02538,"White Island Shores, MA",4,260400,57.71,72,200,,,
02538,"White Island Shores, MA",5,,57.71,72,200,,,
02571,"Wareham, MA",1,181300,53.88,65,185,32,32,15
02571,"Wareham, MA",2,206100,53.88,65,185,32,32,15
02571,"Wareham, MA",3,252500,53.88,65,185,32,32,15
02571,"Wareham, MA",4,302500,53.88,65,185,32,32,15
02571,"Wareham, MA",5,404600,53.88,65,185,32,32,15
02576,"Wareham, MA",1,,52.73,69,172,32,32,15
02576,"Wareham, MA",2,218000,52.73,69,172,32,32,15
02576,"Wareham, MA",3,271000,52.73,69,172,32,32,15
02576,"Wareham, MA",4,322500,52.73,69,172,32,32,15
02576,"Wareham, MA",5,,52.73,69,172,32,32,15
02738,"Marion, MA",1,,58.79,72,158,,,
02738,"Marion, MA",2,293900,58.79,72,158,,,
02738,"Marion, MA",3,379000,58.79,72,158,,,
02738,"Marion, MA",4,556900,58.79,72,158,,,
02738,"Marion, MA",5,945400,58.79,72,158,,,
02739,"Mattapoisett, MA",1,,62.44,75,188,,,
02739,"Mattapoisett, MA",2,334300,62.44,75,188,,,
02739,"Mattapoisett, MA",3,408300,62.44,75,188,,,
02739,"Mattapoisett, MA",4,490500,62.44,75,188,,,
02739,"Mattapoisett, MA",5,802200,62.44,75,188,,,
02762,"Plainville, MA",1,,40.15,57,155,,,
02762,"Plainville, MA",2,252900,40.15,57,155,,,
02762,"Plainville, MA",3,310700,40.15,57,155,,,
02762,"Plainville, MA",4,429200,40.15,57,155,,,
02762,"Plainville, MA",5,,40.15,57,155,,,
02770,"Rochester, MA",1,,52.74,69,147,46,55,36
02770,"Rochester, MA",2,307400,52.74,69,147,46,55,36
02770,"Rochester, MA",3,351200,52.74,69,147,46,55,36
02770,"Rochester, MA",4,413700,52.74,69,147,46,55,36
02770,"Rochester, MA",5,,52.74,69,147,46,55,36
